News Source,Bias,Reporting,References,Website
National Academy of Sciences (NAS),Pro-Science,Very High,697,https://ncse.com/
National Center for Science Education (NCSE),Pro-Science,Very High,543799,https://www.ncdc.noaa.gov/
National Centers for Environmental Information (NCEI),Pro-Science,Very High,3262018,https://www.nationalgeographic.com/
National Geographic,Pro-Science,High,5208531,https://www.nih.gov/
National Institutes of Health (NIH),Pro-Science,Very High,16178553,https://www.noaa.gov/
National Oceanic and Atmospheric Administration (NOAA),Pro-Science,Very High,20314379,http://www.nature.com/
Nature,Pro-Science,Very High,1835883,http://nautil.us/
Nautilus Magazine,Pro-Science,Very High,86881,https://neurosciencenews.com/
Neuroscience News,Pro-Science,High,96581,https://newatlas.com/
New Atlas,Pro-Science,High,454344,https://theness.com/
New England Skeptical Society,Pro-Science,High,20847,https://newhumanist.org.uk/
New Humanist,Pro-Science,High,60665,https://www.newscientist.com/
New Scientist,Pro-Science,Very High,8695004,https://www.nextbigfuture.com/
Next Big Future,Pro-Science,High,549339,https://nextobserver.com/
Next Observer,Pro-Science,High,1036,https://aplusocean.com/
Oceana,Pro-Science,High,132647,https://www.paho.org/hq/index.php?lang=en
Pan American Health Organization (PAHO),Pro-Science,High,2027996,https://phys.org/
Phys.org,Pro-Science,Very High,1435640,https://www.ispp.org/news/journal
Political Psychology Journal,Pro-Science,Very High,14429,https://www.popularmechanics.com/
Popular Mechanics,Pro-Science,Very High,1415193,https://www.popsci.com/
Popular Science,Pro-Science,Very High,486428,http://www.nasonline.org/publications/pnas/
Proceedings of the National Academy of Sciences of the United States of America (PNAS),Pro-Science,Very High,624957,https://www.psychologytoday.com/ca
Psychology Today,Pro-Science,Very High,183652,https://www.psypost.org/
Psypost,Pro-Science,Very High,54248,https://www.plos.org/
Public Library of Science (PLOS),Pro-Science,High,628526,https://www.ncbi.nlm.nih.gov/pubmed/
PubMed,Pro-Science,Very High,6172159,https://www.quackwatch.org/
Quackwatch,Pro-Science,High,138833,https://www.quantamagazine.org/
Quanta Magazine,Pro-Science,Very High,98872,https://www.realclearscience.com/
Real Clear Science,Pro-Science,High,332451,http://www.realclimate.org/
RealClimate,Pro-Science,Very High,1566588,https://www.realmofhistory.com/
Realm of History,Pro-Science,High,4050,https://www.redorbit.com/
RedOrbit,Pro-Science,High,137191,https://www.researchgate.net/
ResearchGate,Pro-Science,High,3733312,https://resourcewatch.org/
Resource Watch,Pro-Science,High,9358,https://retractionwatch.com/
Retraction Watch,Pro-Science,High,233434,https://www.scicentral.com/
SciCentral,Pro-Science,High,14692,https://www.factcheck.org/scicheck/
SciCheck,Pro-Science,Very High,1018506,https://sciencebasedmedicine.org/
Science Based Medicine,Pro-Science,Very High,231695,https://www.sciencedaily.com/
Science Daily,Pro-Science,Very High,1536853,https://scienceillustrated.com.au/blog/
Science Illustrated,Pro-Science,Very High,123,http://www.sciencemag.org/
Science Magazine,Pro-Science,Very High,1339233,http://www.sciencemediacentre.org/
Science Media Centre,Pro-Science,High,51457,https://www.sciencenews.org/article/cryptic-remains-tiny-animals-antarctic-lake-mercer
Science News,Pro-Science,High,450816,https://sciencetrends.com/
Science Trends,Pro-Science,High,3342,https://www.sciencealert.com/
ScienceAlert,Pro-Science,Very High,153087,https://scienceblogs.com/
ScienceBlogs,Pro-Science,High,731050,https://www.scientificamerican.com/
Scientific American,Pro-Science,High,2865478,https://scripps.ucsd.edu/
Scripps Institution of Oceanography,Pro-Science,High,445801,https://www.youtube.com/channel/UCgRvm1yLFoaQKhmaTqXk9SA
Seeker Daily,Pro-Science,High,166690,https://singularityhub.com/
SingularityHub,Pro-Science,High,404906,https://www.skepticink.com/
Skeptic Ink,Pro-Science,Very High,18297,https://www.skeptic.com/
Skeptic Magazine,Pro-Science,Very High,294109,https://www.skepticalscience.com/
Skeptical Science,Pro-Science,Very High,128365,https://skeptoid.com/
Skeptoid,Pro-Science,Very High,125440,https://www.skyandtelescope.com/
Sky and Telescope,Pro-Science,Very High,687341,https://www.smithsonianmag.com/
Smithsonian Magazine,Pro-Science,Very High,1807336,https://www.societyforscience.org/
Society for Science,Pro-Science,Very High,185176,https://www.space.com/science-astronomy
Space.com,Pro-Science,Very High,4618358,https://techxplore.com/
TechXplore,Pro-Science,Very High,568108,https://en.wikipedia.org/wiki/American_Institute_of_Physics
The American Institute of Physics,Pro-Science,Very High,376453,https://www.bmj.com/
The BMJ (British Medical Journal),Pro-Science,Very High,1134420,https://www.youtube.com/watch?v=RB-RcX5DS5A
The Scientist,Pro-Science,Very High,2901215,http://skepdic.com/
The Skeptic s Dictionary,Pro-Science,Very High,142325,https://www.amazon.com/Watchers-Rise-Americas-Surveillance-State/dp/0143118900
The Watchers,Pro-Science,Very High,68519,https://www.treehugger.com/
TreeHugger,Pro-Science,High,1383494,https://understandrealitythroughscience.blogspot.com/
Understand Reality Through Science,Pro-Science,High,609,https://www.ucsusa.org/
Union of Concerned Scientists,Pro-Science,High,243627,https://science.energy.gov/
US Department of Energy   Office of Science,Pro-Science,High,3166977,https://www.verywellfit.com/
VeryWell,Pro-Science,Very High,60587,https://www.webmd.com/
WebMD,Pro-Science,High,28647224,http://whatstheharm.net/
What s the Harm,Pro-Science,High,56201,https://www.who.int/
World Health Organization (WHO),Pro-Science,Very High,4720717,https://www.wmo.int/
World Meteorological Organization,Pro-Science,Very High,1108356,https://www.zmescience.com/
ZME Science,Pro-Science,Very High,71429,https://www.airspacemag.com/
Air & Space Magazine,Pro-Science,Very High,1416776,https://www.aap.org/
American Academy of Pediatrics,Pro-Science,Very High,392468,https://www.aaas.org/
American Association for the Advancement of Science (AAAS),Pro-Science,Very High,1350520,https://sites.agu.org/
American Geophysical Union (AGU),Pro-Science,Very High,1493228,https://www.ajaonline.org/
American Journal of Archaeology,Pro-Science,Very High,40176,https://www.aps.org/about/
American Physical Society (APS),Pro-Science,Very High,549652,http://www.apsa.org/
American Psychoanalytic Association,Pro-Science,Very High,30037,https://www.americanscientist.org/
American Scientist,Pro-Science,Very High,128213,https://adaa.org/
Anxiety and Depression Association of America (ADAA),Pro-Science,Very High,65707,https://www.archaeology.org/
Archaeology Magazine,Pro-Science,Very High,134675,http://www.astronomy.com/
Astronomy Magazine,Pro-Science,Very High,360040,https://autisticadvocacy.org/
Autistic Self Advocacy Network,Pro-Science,Very High,43760,https://aws.amazon.com/solutions/case-studies/us-centers-for-disease-control-and-prevention/
Centers for Disease Control and Prevention (CDC),Pro-Science,Very High,5913355,https://climateactiontracker.org/
Climate Action Tracker,Pro-Science,Very High,15497,https://www.climatecentral.org/
Climate Central,Pro-Science,Very High,177927,https://climatefeedback.org/
Climate Feedback,Pro-Science,Very High,4747,https://canada.cochrane.org/
Cochrane,Pro-Science,Very High,1485432,https://www.csicop.org/
Committee for Skeptical Inquiry,Pro-Science,Very High,152685,http://contrailscience.com/
Contrail Science,Pro-Science,Very High,11067,https://doubtfulnews.com/
Doubtful News,Pro-Science,Very High,47676,https://www.earthmagazine.org/
Earth Magazine,Pro-Science,Very High,47434,https://edgefoundation.org/
Edge Foundation,Pro-Science,Very High,638509,https://en.wikipedia.org/wiki/Federation_of_American_Scientists
Federation of American Scientists (FAS),Pro-Science,Very High,293842,https://www.frontiersin.org/journals/psychology
Frontiers In Psychology,Pro-Science,Very High,818,https://www.howstuffworks.com/
HowStuffWorks,Pro-Science,Very High,1001394,https://www.irena.org/
International Renewable Energy Agency (IRENA),Pro-Science,Very High,344820,https://web.randi.org/
James Randi Educational Foundation,Pro-Science,Very High,12411,https://www.hopkinsmedicine.org/
Johns Hopkins Medicine,Pro-Science,Very High,827193,https://www.jstor.org/
JStor,Pro-Science,Very High,2286287,https://www.mayoclinic.org/
Mayo Clinic,Pro-Science,Very High,1058730,https://medicalxpress.com/
MedicalXPress,Pro-Science,Very High,708708,http://www.medscape.com/
Medscape,Pro-Science,Very High,3705140,https://www.technologyreview.com/
MIT Technology Review,Pro-Science,Very High,1844233,https://www.nasa.gov/
NASA,Pro-Science,Very High,10315236,http://www.nasonline.org/
National Academy of Sciences (NAS),Pro-Science,Very High,697,https://ncse.com/
National Center for Science Education (NCSE),Pro-Science,Very High,543799,https://www.ncdc.noaa.gov/
National Centers for Environmental Information (NCEI),Pro-Science,Very High,3262018,https://www.nih.gov/
National Institutes of Health (NIH),Pro-Science,Very High,16178553,https://www.noaa.gov/
National Oceanic and Atmospheric Administration (NOAA),Pro-Science,Very High,20314379,http://www.nature.com/
Nature,Pro-Science,Very High,1835883,http://nautil.us/
Nautilus Magazine,Pro-Science,Very High,86881,https://www.newscientist.com/
New Scientist,Pro-Science,Very High,8695004,https://phys.org/
Phys.org,Pro-Science,Very High,1435640,https://www.ispp.org/news/journal
Political Psychology Journal,Pro-Science,Very High,14429,https://www.popularmechanics.com/
Popular Mechanics,Pro-Science,Very High,1415193,https://www.popsci.com/
Popular Science,Pro-Science,Very High,486428,http://www.nasonline.org/publications/pnas/
Proceedings of the National Academy of Sciences of the United States of America (PNAS),Pro-Science,Very High,624957,https://www.psychologytoday.com/ca
Psychology Today,Pro-Science,Very High,183652,https://www.psypost.org/
Psypost,Pro-Science,Very High,54248,https://www.ncbi.nlm.nih.gov/pubmed/
PubMed,Pro-Science,Very High,6172159,https://www.quantamagazine.org/
Quanta Magazine,Pro-Science,Very High,98872,http://www.realclimate.org/
RealClimate,Pro-Science,Very High,1566588,https://www.factcheck.org/scicheck/
SciCheck,Pro-Science,Very High,1018506,https://sciencebasedmedicine.org/
Science Based Medicine,Pro-Science,Very High,231695,https://www.sciencedaily.com/
Science Daily,Pro-Science,Very High,1536853,https://scienceillustrated.com.au/blog/
Science Illustrated,Pro-Science,Very High,123,http://www.sciencemag.org/
Science Magazine,Pro-Science,Very High,1339233,https://www.sciencealert.com/
ScienceAlert,Pro-Science,Very High,153087,https://www.skepticink.com/
Skeptic Ink,Pro-Science,Very High,18297,https://www.skeptic.com/
Skeptic Magazine,Pro-Science,Very High,294109,https://www.skepticalscience.com/
Skeptical Science,Pro-Science,Very High,128365,https://skeptoid.com/
Skeptoid,Pro-Science,Very High,125440,https://www.skyandtelescope.com/
Sky and Telescope,Pro-Science,Very High,687341,https://www.smithsonianmag.com/
Smithsonian Magazine,Pro-Science,Very High,1807336,https://www.societyforscience.org/
Society for Science,Pro-Science,Very High,185176,https://www.space.com/science-astronomy
Space.com,Pro-Science,Very High,4618358,https://techxplore.com/
TechXplore,Pro-Science,Very High,568108,https://en.wikipedia.org/wiki/American_Institute_of_Physics
The American Institute of Physics,Pro-Science,Very High,376453,https://www.bmj.com/
The BMJ (British Medical Journal),Pro-Science,Very High,1134420,https://www.youtube.com/watch?v=RB-RcX5DS5A
The Scientist,Pro-Science,Very High,2901215,http://skepdic.com/
The Skeptic s Dictionary,Pro-Science,Very High,142325,https://www.amazon.com/Watchers-Rise-Americas-Surveillance-State/dp/0143118900
The Watchers,Pro-Science,Very High,68519,https://www.verywellfit.com/
VeryWell,Pro-Science,Very High,60587,https://www.who.int/
World Health Organization (WHO),Pro-Science,Very High,4720717,https://www.wmo.int/
World Meteorological Organization,Pro-Science,Very High,1108356,https://www.zmescience.com/
ZME Science,Pro-Science,Very High,71429,https://www.amazon.ca/Sheep-No-More-Awareness-Survival/dp/1682616045
A Sheep No More,Conspiracy,Low,33427,http://www.abovetopsecret.com/
Above Top Secret,Conspiracy,Low,169403,https://www.activistpost.com/
Activist Post,Conspiracy,Low,755779,https://www.ageofautism.com/
Age of Autism,Conspiracy,Low,223958,https://www.youtube.com/channel/UChD-zWutIego-bcHKOatFWA
Alternative Media Television (AMTV),Conspiracy,Low,11759,https://althealthworks.com/
AltHealth Works,Conspiracy,Low,50534,http://americanfreepress.net/
American Free Press,Conspiracy,Low,157247,https://en.wikipedia.org/wiki/Anonymous_(group)
Anonymous,Conspiracy,Low,14964,https://answersingenesis.org/
Answers in Genesis,Conspiracy,Low,744303,https://www.amazon.ca/Assassination-Science-Experts-Speak-Death/dp/0812693663
Assassination Science,Conspiracy,Low,598,https://mediabiasfactcheck.com/australian-national-review/
Australian National Review,Conspiracy,Low,4783,https://awarenessact.com/
Awareness Act,Conspiracy,Low,49418,https://www.christianministriesintl.org/
Christian Ministries International,Conspiracy,Low,304659,https://en.wikipedia.org/wiki/Christian_Science
Christian Science,Conspiracy,Low,194242,https://www.christiantimes.com/
Christian Times Newspaper,Conspiracy,Low,4071,https://mediabiasfactcheck.com/christiantoday-info/
ChristianToday.Info,Conspiracy,Low,3565,https://www.am.plus/coast/
Coast to Coast AM,Conspiracy,Low,556321,https://www.collective-evolution.com/
Collective-Evolution,Conspiracy,Low,182812,https://www.facebook.com/pages/category/Community-Organization/Collectively-Conscious-455217437885904/
Collectively Conscious,Conspiracy,Low,0,https://conspiracydailyupdate.com/
Conspiracy Daily Update,Conspiracy,Low,2082,http://www.conspiracyplanet.com/
Conspiracy Planet,Conspiracy,Low,24315,https://cosmicintelligenceagency.com/
Cosmic Intelligence Agency,Conspiracy,Low,22521,https://mediabiasfactcheck.com/countdown-to-zerotime/
Countdown to Zerotime,Conspiracy,Low,2358,https://csglobe.com/
CS Globe,Conspiracy,Low,5519,https://curiousmindmagazine.com/
Curious Mind Magazine,Conspiracy,Low,2818,https://dailyoccupation.com/
Daily Occupation,Conspiracy,Low,4208,https://www.youtube.com/channel/UCqOdHprLVQnHhE8FmIY3Yzg
Dark Journalist,Conspiracy,Low,3291,https://data.worldbank.org/indicator/SM.POP.REFG
Data Asylum,Conspiracy,Low,1349,https://en.wikipedia.org/wiki/David_Icke
David Icke,Conspiracy,Low,949794,https://www.disclose.tv/
Disclose TV,Conspiracy,Low,227988,https://www.discovery.org/
Discovery Institute,Conspiracy,Low,133896,https://mediabiasfactcheck.com/earth-one-ewao/
Earth We Are One (EWAO),Conspiracy,Low,31472,https://earthpulse.com/
Earthpulse Press,Conspiracy,Low,39365,https://environmentaldefence.ca/educate-yourself/
Educate Yourself,Conspiracy,Low,83531,https://www.youtube.com/watch?v=CHvKk0QTsBs
End Time Headlines,Conspiracy,Low,123922,https://escapeallthesethings.com/
Escape All These Things,Conspiracy,Low,9097,https://evolutionnews.org/
Evolution News and Views,Conspiracy,Low,88606,https://mediabiasfactcheck.com/family-survival-headlines/
Family Survival Headlines,Conspiracy,Low,594,https://fellowshipoftheminds.com/
Fellowship of the Minds,Conspiracy,Low,113896,https://fromthetrenchesworldreport.com/
From the Trenches World Report,Conspiracy,Low,110324,http://www.godlikeproductions.com/
Godlike Productions,Conspiracy,Low,1091500,https://www.gotquestions.org/
Got Questions (gotquestions.org),Conspiracy,Low,259669,https://www.nytimes.com/1861/12/23/archives/the-government-and-the-slaves.html
Government Slaves,Conspiracy,Low,3221,http://gulagbound.com/
Gulag Bound,Conspiracy,Low,140238,https://www.haarp.net/
HAARP.net,Conspiracy,Low,23218,https://www.ibisworld.com/industry-insider/press-releases/ibisworld-reveals-the-health-conscious-index-an-insight-into-the-health-of-australians/
Health Consciousness,Conspiracy,Low,1431,https://healthimpactnews.com/
Health Impact News,Conspiracy,Low,57108,https://www.youtube.com/channel/UC85x4iQIC8JENyLy6xRsF8Q
Health Nut News,Conspiracy,Low,36130,https://www.hsnsudbury.ca/portalen/Research/Health-Sciences-North-Research-Institute
Health Sciences Institute,Conspiracy,Low,21359,https://www.healthyvibe.com/
Healthy Vibes,Conspiracy,Low,0,https://mediabiasfactcheck.com/henry-makow-savethemales-ca/
Henry Makow (savethemales.ca),Conspiracy,Low,74238,http://www.intropris.se/default.asp?c=shop&supcat=15&cat=665&id=67841&artID=62335
HL12,Conspiracy,Low,1,https://rationalwiki.org/wiki/Humans_Are_Free
Humans Are Free,Conspiracy,Low,38159,https://www.ihealthtube.com/
iHealthtube,Conspiracy,Low,34570,https://www.theweek.co.uk/62399/what-is-the-illuminati-and-what-does-it-control
Illuminati News,Conspiracy,Low,15232,https://www.youtube.com/watch?v=LOxhb_HPPGY
Illuminati Watcher,Conspiracy,Low,12368,https://twitter.com/secretnews?lang=en
Infinite Unknown,Conspiracy,Low,80424,https://www.intellihub.com/
Intellihub,Conspiracy,Low,95979,https://iowaclimate.org/
Iowa Climate Science Education,Conspiracy,Low,69,http://www.jesus-is-savior.com/
Jesus is Savior,Conspiracy,Low,57143,https://mediabiasfactcheck.com/jones-report/
Jones Report,Conspiracy,Low,12450,http://www.knowledgeoftoday.org/
Knowledge of Today,Conspiracy,Low,15020,https://larouchepac.com/
LaRouche PAC,Conspiracy,Low,105920,https://www.youtube.com/watch?v=Y3utCntXrPo
Liberty Videos,Conspiracy,Low,49,https://lozierinstitute.org/
Lozier Institute,Conspiracy,Low,7148,https://www.theguardian.com/politics/2019/jan/18/well-oiled-machine-how-brexit-disruption-could-hit-medicine-supplies
Medicine News,Conspiracy,Low,15302,https://blogs.wsj.com/cfo/tag/morning-ledger/
Morning Ledger,Conspiracy,Low,7049,https://www.nvic.org/
National Vaccine Information Center (NVIC),Conspiracy,Low,1680127,https://www.amazon.com/Tata-Yian-Natural-Cures-Medicine/dp/B014MZE6YE
Natural Cures Not Medicine,Conspiracy,Low,7,https://www.azlyrics.com/lyrics/wale/theneedtoknow.html
Need to Know,Conspiracy,Low,129376,https://mediabiasfactcheck.com/neon-nettle/
Neon Nettle,Conspiracy,Low,58168,https://newsinsideout.com/
NewsInsideOut.com,Conspiracy,Low,15110,https://mediabiasfactcheck.com/nodisinfo/
NoDisInfo,Conspiracy,Low,11519,https://www.nowtheendbegins.com/
Now the End Begins,Conspiracy,Low,93739,https://www.myhealthguideapp.com/
Our Health Guides,Conspiracy,Low,108,https://www.pakalertpress.com/
Pak Alert Press,Conspiracy,Low,171578,https://mediabiasfactcheck.com/political-blind-spot/
Political Blind Spot,Conspiracy,Low,11322,https://principia-scientific.org/
Principia Scientific International,Conspiracy,Low,4051,https://www.prisonplanet.com/
Prison Planet,Conspiracy,Low,1905220,http://www.prophecynewswatch.com/
Prophecy News Watch,Conspiracy,Low,22643,http://www.prophecytoday.com/
Prophecy Today,Conspiracy,Low,56743,http://www.realjewnews.com/
Real Jew News,Conspiracy,Low,84687,https://www.news24.com/World
Real News 24,Conspiracy,Low,11192,https://mediabiasfactcheck.com/realfarmacy/
RealFarmacy,Conspiracy,Low,32503,https://mediabiasfactcheck.com/reflection-of-mind/
Reflection of Mind,Conspiracy,Low,2042,https://rense.com/
Rense,Conspiracy,Low,410916,https://en.wikipedia.org/wiki/Revolution_Radio
Revolution Radio,Conspiracy,Low,76435,https://sanevax.org/
SaneVax,Conspiracy,Low,32958,http://www.debunkingskeptics.com/
SCEPCOP (Debunking Skeptics),Conspiracy,Low,90056,https://www.youtube.com/channel/UC2nQYGjfe9I_tgWpqgJorUg
SGT Report,Conspiracy,Low,294783,http://www.sheepkillers.com/
Sheep Killers,Conspiracy,Low,63,https://en.wikipedia.org/wiki/Walid_Shoebat
Shoebat,Conspiracy,Low,131579,https://skeptiko.com/
Skeptiko,Conspiracy,Low,39096,https://stillnessinthestorm.com/
Stillness in the Storm,Conspiracy,Low,39325,http://stormcloudsgathering.com/
Storm Clouds Gathering,Conspiracy,Low,14821,https://www.stormfront.org/forum/index.php
Stormfront,Conspiracy,Low,148726,https://futurecitieslab.info/
Sustainable Pulse,Conspiracy,Low,8698,https://www.kickstarter.com/projects/efitaware/the-aware-kickstart-the-hearable-revolution
The Aware,Conspiracy,Low,2,https://www.thecommonsenseshow.com/
The Common Sense Show,Conspiracy,Low,209381,https://www.facebook.com/ControversialFiles/
The Controversial Files,Conspiracy,Low,3660,https://www.corbettreport.com/
The Corbett Report,Conspiracy,Low,786161,https://mediabiasfactcheck.com/the-daily-conspiracy/
The Daily Conspiracy,Conspiracy,Low,577,http://www.thedailysheeple.com/
The Daily Sheeple,Conspiracy,Low,428382,http://www.theeventchronicle.com/
The Event Chronicle,Conspiracy,Low,49953,https://en.wikipedia.org/wiki/Forbidden_knowledge
The Forbidden Knowledge,Conspiracy,Low,45833,https://www.facebook.com/LastGreatStand/
The Last Great Stand,Conspiracy,Low,85625,https://rationalwiki.org/wiki/Liberty_Beacon
The Liberty Beacon,Conspiracy,Low,21232,https://themindunleashed.com/
The Mind Unleashed,Conspiracy,Low,41508,https://en.wikipedia.org/wiki/The_Rundown
The Rundown Live,Conspiracy,Low,33583,https://en.wikipedia.org/wiki/The_Truth_Seekers
The Truth Seeker,Conspiracy,Low,295412,https://www.wakingtimes.com/
Waking Times,Conspiracy,Low,264100,https://thinkingmomsrevolution.com/
Thinking Mom s Revolution,Conspiracy,Low,15617,https://mediabiasfactcheck.com/thought-crime-radio/
Thought Crime Radio,Conspiracy,Low,16202,http://www.thrivemovement.com/
Thrive Movement,Conspiracy,Low,79920,https://mediabiasfactcheck.com/topinfo-post/
Topinfo Post,Conspiracy,Low,5102,https://www.trunews.com/
TruNews,Conspiracy,Low,106546,https://mediabiasfactcheck.com/truth-channel-politics/
Truth Channel Politics,Conspiracy,Low,16,https://mediabiasfactcheck.com/twisted-news/
Twisted.News,Conspiracy,Low,756,https://www.cnn.com/2016/05/03/health/homo-naledi-human-species-lee-berger/index.html
Underground Health,Conspiracy,Low,8616,https://usawatchdog.com/
USAWatchdog.com,Conspiracy,Low,141348,https://www.vaccinesrevealed.com/
Vaccines Revealed,Conspiracy,Low,1266,https://vaxxter.com/
Vaxxter,Conspiracy,Low,13605,https://vigilantcitizen.com/
Vigilant Citizen,Conspiracy,Low,527305,https://viralstocks.com/
Viral News Network,Conspiracy,Low,299,https://www.voanews.com/programs/tv
Voice of America TV (voiceofamericatv.com),Conspiracy,Low,0,https://wakeup-world.com/
Wake Up World,Conspiracy,Low,148911,https://wattsupwiththat.com/
Watts Up with That,Conspiracy,Low,1114390,https://en.wikiquote.org/wiki/Anonymous_(group)
We Are Anonymous,Conspiracy,Low,81692,http://www.whale.to/
Whale.to,Conspiracy,Low,22599,http://www.whatreallyhappened.com/
What Really Happened,Conspiracy,Low,1640403,http://whatdoesitmean.com/
WhatDoesItMean,Conspiracy,Low,106704,https://www.facebook.com/whydontyoutrythis/
Why Don t You Try This,Conspiracy,Low,1729,https://worldtruth.tv/
World Truth TV,Conspiracy,Low,84296,https://www.youtube.com/channel/UCB1o7_gbFp2PLsamWxFenBg
X22 Report,Conspiracy,Low,34265,https://www.youtube.com/channel/UCRGIwParDeoovmhflq9Agmg
369News,Conspiracy,Mixed,1966,http://www.awdnews.com/index/
Abel Danger,Conspiracy,Mixed,7255,https://www.youtube.com/watch?v=EY01INiSORg
AWD News,Conspiracy,Mixed,32019,https://www.facebook.com/Alt.Market.Co/
Alliance for Advanced Health,Conspiracy,Mixed,540,http://www.alternativenewsnetwork.net/
Alt-Market,Conspiracy,Mixed,338411,https://americandigitalnews.com/
Alternative News Network,Conspiracy,Mixed,1477,https://www.youtube.com/channel/UCv0dEcvXLOf4ZFvjCahK4Lw
American Digital News,Conspiracy,Mixed,2816,https://www.facebook.com/AmericanIntelligenceReport/
American Intelligence Media,Conspiracy,Mixed,45539,https://www.ancient-code.com/
American Intelligence Report,Conspiracy,Mixed,7748,https://www.ancient-origins.net/
Ancient Code,Conspiracy,Mixed,64230,https://www.ae911truth.org/
Ancient Origins,Conspiracy,Mixed,526561,https://en.wikipedia.org/wiki/Asia%E2%80%93Pacific_Research_Center
Architects & Engineers for 9/11 Truth,Conspiracy,Mixed,481237,https://www.autismspeaks.ca/
Asia-Pacific Research,Conspiracy,Mixed,421377,https://beholdisrael.org/
Autism Speaks,Conspiracy,Mixed,2097444,https://biologos.org/
Behold Israel,Conspiracy,Mixed,30145,https://www.blacklistednews.com/
Biologos Foundation,Conspiracy,Mixed,101447,https://www.centerforsecuritypolicy.org/
Blacklisted News,Conspiracy,Mixed,463550,http://www.cbn.com/
Center for Security Policy,Conspiracy,Mixed,250442,http://www.climatedepot.com/
Christian Broadcasting Network (CBN),Conspiracy,Mixed,44733,https://judithcurry.com/
Climate Depot,Conspiracy,Mixed,580590,https://consciouslifenews.com/
Climate Etc,Conspiracy,Mixed,313506,https://mediabiasfactcheck.com/counter-current-news/
Conscious Life News,Conspiracy,Mixed,21702,https://twitter.com/counterpsyops?lang=en
Counter Current News,Conspiracy,Mixed,8308,https://geopolitics.co/
CounterPsyOps,Conspiracy,Mixed,9894,https://rationalwiki.org/wiki/CreationWiki
Covert Geopolitics,Conspiracy,Mixed,30239,https://www.dailystar.co.uk/
CreationWiki,Conspiracy,Mixed,6446,https://www.utm.utoronto.ca/political-science/professor-david-wolfe
Daily Star UK,Conspiracy,Mixed,1766616,https://www.ecowatch.com/
David Wolfe,Conspiracy,Mixed,95969,https://educateinspirechange.org/
Ecowatch,Conspiracy,Mixed,152185,https://eluxemagazine.com/
Educate Inspire Change,Conspiracy,Mixed,25051,https://www.ewg.org/
Eluxe Magazine,Conspiracy,Mixed,10934,http://www.foodmatters.com/
Environmental Working Group (EWG),Conspiracy,Mixed,1859520,http://freedomainradio.com/
Food Matters,Conspiracy,Mixed,57482,https://www.friendsofscience.org/
Freedomain Radio,Conspiracy,Mixed,113687,https://www.globalresearch.ca/
Friends of Science,Conspiracy,Mixed,10434,https://www.greenpeace.org/canada/en/
Global Research,Conspiracy,Mixed,2140041,https://mediabiasfactcheck.com/health-eternally/
Greenpeace,Conspiracy,Mixed,1144954,https://hellochristian.com/
Health Eternally,Conspiracy,Mixed,0,https://www.linkedin.com/in/vanessa2
Hello Christian,Conspiracy,Mixed,10717,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00034926
Higgins News Network,Conspiracy,Mixed,49722,https://independentlivingnews.com/
Homeopathy Journal,Conspiracy,Mixed,6187,https://responsibletechnology.org/
Independent Living News,Conspiracy,Mixed,6756,https://www.investmentwatchblog.com/
Institute for Responsible Technology,Conspiracy,Mixed,82374,https://www.youtube.com/channel/UCCCGJBtHvKmkYtyUU1NiDLQ
Investment Watch Blog,Conspiracy,Mixed,61708,https://www.jeffereyjaxen.com/
"Israel, Islam and End Times",Conspiracy,Mixed,22764,https://hauteliving.com/2013/12/miss-nevada-usa-hopefuls-get-tips-miss-usa-2011-alyssa-campanella/429589/
JeffereyJaxen.com,Conspiracy,Mixed,759,https://en.wikipedia.org/wiki/Live_action
LifeSpa,Conspiracy,Mixed,16183,https://www.livestrong.com/
Live Action,Conspiracy,Mixed,55227,https://www.livingwhole.org/
LiveStrong.com,Conspiracy,Mixed,981492,https://mediabiasfactcheck.com/media-fact-watch/
Living Whole,Conspiracy,Mixed,3246,https://soundcloud.com/media-roots
Media Fact Watch,Conspiracy,Mixed,1136,https://medusamagazine.com/
Media Roots,Conspiracy,Mixed,93757,https://modernalternativemama.com/
Medusa Magazine,Conspiracy,Mixed,852,https://www.naturalawakeningsmag.com/
Modern Alternative Mama,Conspiracy,Mixed,14568,https://www.youtube.com/channel/UC_gcEbkXOt8j7NUoxulEaTA
Natural Awakenings Magazine,Conspiracy,Mixed,13275,https://www.naturalhealth365.com/
Natural Cures,Conspiracy,Mixed,13998,https://en.wikipedia.org/wiki/Natural_News
Natural Health 365,Conspiracy,Mixed,20881,http://naturalsociety.com/
Natural News,Conspiracy,Mixed,923721,https://naturallysavvy.com/
Natural Society,Conspiracy,Mixed,277661,https://www.thenewamerican.com/
Naturally Savvy,Conspiracy,Mixed,57626,https://www.bbc.com/sport/football/46921275
New American News,Conspiracy,Mixed,45,https://nutritionfacts.org/
News Target,Conspiracy,Mixed,51362,https://www.peta.org/
Newsbud,Conspiracy,Mixed,590414,https://www.forbes.com/sites/forbestechcouncil/2018/01/24/popular-trends-ready-to-disrupt-the-tech-industry-in-2018/
NutritionFacts.org,Conspiracy,Mixed,235365,https://pressfortruth.ca/
PETA (People for the Ethical Treatment of Animals),Conspiracy,Mixed,879605,http://www.propornot.com/p/home.html
Popular Technology,Conspiracy,Mixed,25772,https://redoubtnews.com/
